ID,Run,Sequence_Length,Graph_Type,MSE,Predicted_Values,True_Values,Rescaled_Errors,Normalized_Errors
41,6,5,gnn_learned,1328.2471,"[8019.846252441406, 6558.772117614746, 6996.493690490723, 1621.2538452148438, 7451.5202560424805, 1137.967921257019, 8037.410598754883, 4366.716339111328, 1033.7240629196167, 1540.4058637619019]","[2119.0, 8647.0, 4060.0, 6018.0, 4465.0, 5511.0, 6490.0, 8118.0, 2717.0, 3663.0]","[5900.846252441406, -2088.227882385254, 2936.4936904907227, -4396.746154785156, 2986.5202560424805, -4373.032078742981, 1547.4105987548828, -3751.283660888672, -1683.2759370803833, -2122.594136238098]","[64.13963317871094, -21.981346130371094, 29.66155242919922, -46.773895263671875, 32.113121032714844, -46.031917572021484, 16.461814880371094, -37.891754150390625, -17.35335922241211, -21.440345764160156]"
41,7,5,gnn_learned,1373.4866,"[8156.6038818359375, 7003.279373168945, 7857.881004333496, 1729.3538093566895, 7691.761978149414, 1442.317434310913, 8517.80874633789, 4472.167442321777, 1458.980278968811, 1346.2651205062866]","[2119.0, 8647.0, 4060.0, 6018.0, 4465.0, 5511.0, 6490.0, 8118.0, 2717.0, 3663.0]","[6037.6038818359375, -1643.7206268310547, 3797.881004333496, -4288.646190643311, 3226.761978149414, -4068.682565689087, 2027.8087463378906, -3645.8325576782227, -1258.019721031189, -2316.7348794937134]","[65.62612915039062, -17.302322387695312, 38.36243438720703, -45.62389373779297, 34.69636535644531, -42.82823944091797, 21.572433471679688, -36.82659149169922, -12.96927547454834, -23.401363372802734]"
41,8,5,gnn_learned,1466.1039,"[8119.268890380859, 6800.201942443848, 7712.3735427856445, 1705.7880096435547, 8033.127861022949, 802.9585990905762, 8487.490676879883, 4632.082820892334, 721.8300566673279, 1402.4779386520386]","[2119.0, 8647.0, 4060.0, 6018.0, 4465.0, 5511.0, 6490.0, 8118.0, 2717.0, 3663.0]","[6000.268890380859, -1846.7980575561523, 3652.3735427856445, -4312.211990356445, 3568.127861022949, -4708.041400909424, 1997.4906768798828, -3485.917179107666, -1995.1699433326721, -2260.5220613479614]","[65.2203140258789, -19.439979553222656, 36.892662048339844, -45.874595642089844, 38.366966247558594, -49.55833053588867, 21.249900817871094, -35.21128463745117, -20.568761825561523, -22.83355712890625]"
41,9,5,gnn_learned,1237.7605,"[7674.868011474609, 6776.472961425781, 6775.847984313965, 1882.939842224121, 7262.201057434082, 1055.5784044265747, 7761.915267944336, 4052.51717376709, 1194.650894165039, 1597.372386932373]","[2119.0, 8647.0, 4060.0, 6018.0, 4465.0, 5511.0, 6490.0, 8118.0, 2717.0, 3663.0]","[5555.868011474609, -1870.5270385742188, 2715.847984313965, -4135.060157775879, 2797.201057434082, -4455.421595573425, 1271.915267944336, -4065.48282623291, -1522.349105834961, -2065.627613067627]","[60.389869689941406, -19.68975830078125, 27.43280792236328, -43.9900016784668, 30.077430725097656, -46.899173736572266, 13.531013488769531, -41.06548309326172, -15.694320678710938, -20.864925384521484]"
41,10,5,gnn_learned,1212.7329,"[7494.588806152344, 7015.292083740234, 6895.8002853393555, 1675.472988128662, 6934.444030761719, 1139.6585903167725, 8051.227462768555, 4334.338840484619, 1080.1042785644531, 1198.1795024871826]","[2119.0, 8647.0, 4060.0, 6018.0, 4465.0, 5511.0, 6490.0, 8118.0, 2717.0, 3663.0]","[5375.588806152344, -1631.7079162597656, 2835.8002853393555, -4342.527011871338, 2469.4440307617188, -4371.3414096832275, 1561.2274627685547, -3783.661159515381, -1636.8957214355469, -2464.8204975128174]","[58.43031311035156, -17.175872802734375, 28.644447326660156, -46.19709777832031, 26.55316162109375, -46.014122009277344, 16.608802795410156, -38.21879959106445, -16.875213623046875, -24.89717674255371]"
42,1,5,gnn_learned,2061.9539,"[755.4233055114746, 939.7441272735596, 8112.977249145508, 6835.419296264648, 7712.907562255859, 7522.630218505859, 5764.305145263672, 3213.0696868896484, 7784.128067016602, 3069.4518337249756]","[5158.0, 6323.0, 1142.0, 8004.0, 8839.0, 1978.0, 2489.0, 8925.0, 5978.0, 1070.0]","[-4402.576694488525, -5383.25587272644, 6970.977249145508, -1168.5807037353516, -1126.0924377441406, 5544.630218505859, 3275.305145263672, -5711.930313110352, 1806.1280670166016, 1999.4518337249756]","[-47.854095458984375, -60.48602294921875, 73.37870788574219, -12.565383911132812, -12.240135192871094, 58.98542785644531, 35.60114288330078, -58.88587951660156, 18.42987823486328, 20.612905502319336]"
42,2,5,gnn_learned,2353.5146,"[717.9184970855713, 1349.767837524414, 8408.560668945312, 7600.420783996582, 8434.197052001953, 8662.328582763672, 6992.921234130859, 3424.8927116394043, 8906.259170532227, 3511.097225189209]","[5158.0, 6323.0, 1142.0, 8004.0, 8839.0, 1978.0, 2489.0, 8925.0, 5978.0, 1070.0]","[-4440.081502914429, -4973.232162475586, 7266.5606689453125, -403.57921600341797, -404.8029479980469, 6684.328582763672, 4503.921234130859, -5500.107288360596, 2928.2591705322266, 2441.097225189209]","[-48.261756896972656, -55.87901306152344, 76.4901123046875, -4.339561462402344, -4.400032043457031, 71.10987854003906, 48.955665588378906, -56.7021369934082, 29.88019561767578, 25.165950775146484]"
42,3,5,gnn_learned,2277.3572,"[840.2050971984863, 1116.2912874221802, 8184.5823974609375, 7661.222145080566, 8944.351623535156, 8428.95295715332, 6474.854095458984, 2811.6088943481445, 8613.916030883789, 2899.1841678619385]","[5158.0, 6323.0, 1142.0, 8004.0, 8839.0, 1978.0, 2489.0, 8925.0, 5978.0, 1070.0]","[-4317.794902801514, -5206.70871257782, 7042.5823974609375, -342.7778549194336, 105.35162353515625, 6450.95295715332, 3985.8540954589844, -6113.3911056518555, 2635.916030883789, 1829.1841678619385]","[-46.932552337646484, -58.50234603881836, 74.1324462890625, -3.6857833862304688, 1.1451263427734375, 68.62715911865234, 43.324501037597656, -63.02465057373047, 26.89710235595703, 18.857568740844727]"
42,4,5,gnn_learned,2260.1404,"[676.4959659576416, 1187.1806545257568, 8458.281433105469, 7442.630424499512, 8547.473175048828, 8762.085250854492, 6210.188446044922, 3728.8746910095215, 8311.99136352539, 3523.0919761657715]","[5158.0, 6323.0, 1142.0, 8004.0, 8839.0, 1978.0, 2489.0, 8925.0, 5978.0, 1070.0]","[-4481.504034042358, -5135.819345474243, 7316.281433105469, -561.3695755004883, -291.5268249511719, 6784.085250854492, 3721.188446044922, -5196.1253089904785, 2333.9913635253906, 2453.0919761657715]","[-48.71200180053711, -57.705833435058594, 77.01348876953125, -6.036231994628906, -3.1687698364257812, 72.1711196899414, 40.44770050048828, -53.568302154541016, 23.816238403320312, 25.289608001708984]"
42,5,5,gnn_learned,2228.3179,"[292.2192659378052, 915.863639831543, 8136.274253845215, 6970.352027893066, 8376.457702636719, 7917.9749755859375, 5394.62548828125, 2502.785129547119, 8220.754135131836, 2825.8382415771484]","[5158.0, 6323.0, 1142.0, 8004.0, 8839.0, 1978.0, 2489.0, 8925.0, 5978.0, 1070.0]","[-4865.780734062195, -5407.136360168457, 6994.274253845215, -1033.6479721069336, -462.54229736328125, 5939.9749755859375, 2905.62548828125, -6422.214870452881, 2242.754135131836, 1755.8382415771484]","[-52.888919830322266, -60.75434112548828, 73.62393951416016, -11.114494323730469, -5.0276336669921875, 63.19122314453125, 31.5828857421875, -66.20840454101562, 22.88524627685547, 18.101425170898438]"
42,6,5,gnn_learned,2173.5864,"[906.2796478271484, 1110.0075025558472, 8554.818717956543, 7128.698661804199, 8607.658660888672, 8006.906066894531, 5534.0321044921875, 2769.609874725342, 8003.770477294922, 2812.0105686187744]","[5158.0, 6323.0, 1142.0, 8004.0, 8839.0, 1978.0, 2489.0, 8925.0, 5978.0, 1070.0]","[-4251.720352172852, -5212.992497444153, 7412.818717956543, -875.3013381958008, -231.34133911132812, 6028.906066894531, 3045.0321044921875, -6155.390125274658, 2025.7704772949219, 1742.0105686187744]","[-46.214351654052734, -58.57294845581055, 78.02967071533203, -9.411842346191406, -2.5145797729492188, 64.13729858398438, 33.098175048828125, -63.4576301574707, 20.671127319335938, 17.958871841430664]"
42,7,5,gnn_learned,2183.187,"[781.7200622558594, 1215.9377508163452, 8402.710144042969, 7339.130035400391, 8491.918151855469, 8101.823318481445, 6095.244598388672, 3073.9744606018066, 8093.37776184082, 3205.3805656433105]","[5158.0, 6323.0, 1142.0, 8004.0, 8839.0, 1978.0, 2489.0, 8925.0, 5978.0, 1070.0]","[-4376.279937744141, -5107.062249183655, 7260.710144042969, -664.8699645996094, -347.08184814453125, 6123.823318481445, 3606.244598388672, -5851.025539398193, 2115.3777618408203, 2135.3805656433105]","[-47.568260192871094, -57.382720947265625, 76.42852783203125, -7.149139404296875, -3.7726287841796875, 65.14705657958984, 39.19831085205078, -60.31985092163086, 21.585487365722656, 22.014232635498047]"
42,8,5,gnn_learned,2306.6785,"[597.567310333252, 1168.419439315796, 8708.397895812988, 7334.840194702148, 8704.597259521484, 8692.579956054688, 5505.469863891602, 3170.3450469970703, 8620.100845336914, 3090.3999099731445]","[5158.0, 6323.0, 1142.0, 8004.0, 8839.0, 1978.0, 2489.0, 8925.0, 5978.0, 1070.0]","[-4560.432689666748, -5154.580560684204, 7566.397895812988, -669.1598052978516, -134.40274047851562, 6714.5799560546875, 3016.4698638916016, -5754.65495300293, 2642.100845336914, 2020.3999099731445]","[-49.56991958618164, -57.91663360595703, 79.64629364013672, -7.1952667236328125, -1.4608993530273438, 71.43170166015625, 32.787715911865234, -59.32633972167969, 26.96021270751953, 20.82886505126953]"
42,9,5,gnn_learned,2165.606,"[769.5819435119629, 1332.9741563796997, 8326.52865600586, 7332.561172485352, 8535.766815185547, 8352.047973632812, 6002.4044189453125, 3234.893798828125, 8230.828384399414, 3078.5342979431152]","[5158.0, 6323.0, 1142.0, 8004.0, 8839.0, 1978.0, 2489.0, 8925.0, 5978.0, 1070.0]","[-4388.418056488037, -4990.0258436203, 7184.528656005859, -671.4388275146484, -303.2331848144531, 6374.0479736328125, 3513.4044189453125, -5690.106201171875, 2252.828384399414, 2008.5342979431152]","[-47.7001953125, -56.06770706176758, 75.62661743164062, -7.2197723388671875, -3.2960128784179688, 67.80902099609375, 38.189178466796875, -58.660888671875, 22.98804473876953, 20.706539154052734]"
42,10,5,gnn_learned,2247.5693,"[694.6656360626221, 968.240481376648, 8626.23542022705, 7347.9140625, 8496.923431396484, 8150.7833251953125, 5609.094100952148, 3011.045680999756, 8529.032592773438, 2947.8556747436523]","[5158.0, 6323.0, 1142.0, 8004.0, 8839.0, 1978.0, 2489.0, 8925.0, 5978.0, 1070.0]","[-4463.334363937378, -5354.759518623352, 7484.235420227051, -656.0859375, -342.0765686035156, 6172.7833251953125, 3120.0941009521484, -5913.954319000244, 2551.0325927734375, 1877.8556747436523]","[-48.514503479003906, -60.165836334228516, 78.78142547607422, -7.0546875, -3.7182235717773438, 65.66790771484375, 33.914066314697266, -60.96860122680664, 26.03094482421875, 19.359336853027344]"
43,1,5,gnn_learned,1722.582,"[4774.5660400390625, 124.30244266986847, 19.63026463985443, 35.22307574748993, 8488.919609069824, 2896.273021697998, 4466.21577835083, 6642.165657043457, 7629.5830078125, 3946.3435859680176]","[3938.0, 2470.0, 4268.0, 2100.0, 3299.0, 7525.0, 9105.0, 8020.0, 2499.0, 9802.0]","[836.5660400390625, -2345.6975573301315, -4248.369735360146, -2064.77692425251, 5189.919609069824, -4628.726978302002, -4638.78422164917, -1377.834342956543, 5130.5830078125, -5855.656414031982]","[8.714229583740234, -24.691553115844727, -43.79762649536133, -20.647769927978516, 53.50432586669922, -46.754817962646484, -50.975650787353516, -13.917518615722656, 53.443572998046875, -59.14804458618164]"
43,2,5,gnn_learned,1652.2917,"[4624.607421875, 166.1686646938324, -12.687180235981941, 70.32371759414673, 7673.004943847656, 2640.5688438415527, 4316.947368621826, 6633.173690795898, 7363.9833984375, 3925.2179412841797]","[3938.0, 2470.0, 4268.0, 2100.0, 3299.0, 7525.0, 9105.0, 8020.0, 2499.0, 9802.0]","[686.607421875, -2303.8313353061676, -4280.687180235982, -2029.6762824058533, 4374.004943847656, -4884.431156158447, -4788.052631378174, -1386.8263092041016, 4864.9833984375, -5876.78205871582]","[7.15216064453125, -24.250856399536133, -44.130794525146484, -20.296762466430664, 45.09283447265625, -49.33768844604492, -52.615962982177734, -14.008346557617188, 50.676910400390625, -59.36143493652344]"
43,3,5,gnn_learned,1623.347,"[4318.1866455078125, 206.8793749809265, -12.181165844202042, 156.88202381134033, 7273.356536865234, 2459.742895126343, 4329.615455627441, 6306.270965576172, 7046.583984375, 3754.3528327941895]","[3938.0, 2470.0, 4268.0, 2100.0, 3299.0, 7525.0, 9105.0, 8020.0, 2499.0, 9802.0]","[380.1866455078125, -2263.1206250190735, -4280.181165844202, -1943.1179761886597, 3974.3565368652344, -5065.257104873657, -4775.384544372559, -1713.7290344238281, 4547.583984375, -6047.647167205811]","[3.960277557373047, -23.822322845458984, -44.125579833984375, -19.43117904663086, 40.972747802734375, -51.164215087890625, -52.47675323486328, -17.310394287109375, 47.37066650390625, -61.087345123291016]"
43,4,5,gnn_learned,1670.3024,"[4466.2449951171875, 290.7702088356018, -68.14396715164185, 124.16152954101562, 7708.313529968262, 2085.0213012695312, 4088.047016143799, 6488.579399108887, 6972.254150390625, 4182.40705871582]","[3938.0, 2470.0, 4268.0, 2100.0, 3299.0, 7525.0, 9105.0, 8020.0, 2499.0, 9802.0]","[528.2449951171875, -2179.229791164398, -4336.143967151642, -1975.8384704589844, 4409.313529968262, -5439.978698730469, -5016.952983856201, -1531.4206008911133, 4473.254150390625, -5619.59294128418]","[5.502552032470703, -22.939260482788086, -44.7025146484375, -19.758384704589844, 45.45684051513672, -54.94927978515625, -55.131351470947266, -15.468894958496094, 46.596397399902344, -56.76356506347656]"
43,5,5,gnn_learned,1675.2659,"[4519.4891357421875, 270.1089572906494, -47.14370283484459, 231.00261688232422, 7972.275016784668, 2515.3633613586426, 4240.983974456787, 6848.267112731934, 6908.816162109375, 3649.2151832580566]","[3938.0, 2470.0, 4268.0, 2100.0, 3299.0, 7525.0, 9105.0, 8020.0, 2499.0, 9802.0]","[581.4891357421875, -2199.8910427093506, -4315.143702834845, -1868.9973831176758, 4673.275016784668, -5009.636638641357, -4864.016025543213, -1171.7328872680664, 4409.816162109375, -6152.784816741943]","[6.057178497314453, -23.156747817993164, -44.486019134521484, -18.689973831176758, 48.17809295654297, -50.60239028930664, -53.45072555541992, -11.835685729980469, 45.935585021972656, -62.14934158325195]"
43,6,5,gnn_learned,1641.5234,"[4326.1854248046875, 407.4422287940979, 71.47555077075958, 247.37296104431152, 7787.488655090332, 2294.9100704193115, 4363.752258300781, 6485.930526733398, 6959.518798828125, 3807.065544128418]","[3938.0, 2470.0, 4268.0, 2100.0, 3299.0, 7525.0, 9105.0, 8020.0, 2499.0, 9802.0]","[388.1854248046875, -2062.557771205902, -4196.52444922924, -1852.6270389556885, 4488.488655090332, -5230.0899295806885, -4741.247741699219, -1534.0694732666016, 4460.518798828125, -5994.934455871582]","[4.043598175048828, -21.71113395690918, -43.26313781738281, -18.526269912719727, 46.27307891845703, -52.829193115234375, -52.10162353515625, -15.495651245117188, 46.46373748779297, -60.554893493652344]"
43,7,5,gnn_learned,1629.3911,"[4711.8677978515625, 162.2831654548645, -88.35549002885818, 28.67683470249176, 7826.331726074219, 2501.547040939331, 4635.3248291015625, 6918.242057800293, 7432.27880859375, 4147.262104034424]","[3938.0, 2470.0, 4268.0, 2100.0, 3299.0, 7525.0, 9105.0, 8020.0, 2499.0, 9802.0]","[773.8677978515625, -2307.7168345451355, -4356.355490028858, -2071.3231652975082, 4527.331726074219, -5023.452959060669, -4469.6751708984375, -1101.757942199707, 4933.27880859375, -5654.737895965576]","[8.06112289428711, -24.29175567626953, -44.91088104248047, -20.713232040405273, 46.67352294921875, -50.74195098876953, -49.1173095703125, -11.128868103027344, 51.38832092285156, -57.11856460571289]"
43,8,5,gnn_learned,1653.0306,"[4344.027587890625, 213.2805836200714, -47.89418998360634, 122.85455465316772, 7510.297271728516, 2232.947265625, 4148.508640289307, 6488.772758483887, 6942.586669921875, 3956.153553009033]","[3938.0, 2470.0, 4268.0, 2100.0, 3299.0, 7525.0, 9105.0, 8020.0, 2499.0, 9802.0]","[406.027587890625, -2256.7194163799286, -4315.894189983606, -1977.1454453468323, 4211.297271728516, -5292.052734375, -4956.491359710693, -1531.2272415161133, 4443.586669921875, -5845.846446990967]","[4.229454040527344, -23.754941940307617, -44.49375534057617, -19.771453857421875, 43.415435791015625, -53.455078125, -54.46693801879883, -15.466941833496094, 46.28736114501953, -59.048954010009766]"
43,9,5,gnn_learned,1682.3239,"[4532.9078369140625, 176.71550512313843, 4.347677625715733, 20.133359730243683, 8297.994522094727, 2379.2840576171875, 4513.240406036377, 7511.983741760254, 7635.8583984375, 4339.693202972412]","[3938.0, 2470.0, 4268.0, 2100.0, 3299.0, 7525.0, 9105.0, 8020.0, 2499.0, 9802.0]","[594.9078369140625, -2293.2844948768616, -4263.652322374284, -2079.8666402697563, 4998.994522094727, -5145.7159423828125, -4591.759593963623, -508.0162582397461, 5136.8583984375, -5462.306797027588]","[6.196956634521484, -24.13983726501465, -43.955177307128906, -20.79866600036621, 51.53602600097656, -51.9769287109375, -50.45889663696289, -5.131477355957031, 53.508941650390625, -55.1748161315918]"
43,10,5,gnn_learned,1630.8655,"[4612.8333740234375, 272.70419001579285, -23.344639778137207, 80.62001466751099, 7948.30549621582, 2505.155345916748, 4435.979759216309, 6692.998779296875, 7014.68408203125, 3973.5676040649414]","[3938.0, 2470.0, 4268.0, 2100.0, 3299.0, 7525.0, 9105.0, 8020.0, 2499.0, 9802.0]","[674.8333740234375, -2197.295809984207, -4291.344639778137, -2019.379985332489, 4649.30549621582, -5019.844654083252, -4669.020240783691, -1327.001220703125, 4515.68408203125, -5828.432395935059]","[7.029514312744141, -23.12942886352539, -44.240665435791016, -20.19379997253418, 47.93098449707031, -50.705501556396484, -51.30791473388672, -13.404052734375, 47.03837585449219, -58.87305450439453]"
44,1,5,gnn_learned,582.0098,"[870.4168853759766, 1159.824857711792, 1063.6963844299316, 6608.048416137695, 3066.2318420410156, 4419.8764724731445, 4341.275062561035, 2617.7492141723633, 6233.054267883301, 4939.658737182617]","[394.0, 792.0, 1223.0, 3039.0, 6078.0, 6985.0, 4744.0, 6500.0, 5726.0, 8300.0]","[476.41688537597656, 367.824857711792, -159.30361557006836, 3569.0484161376953, -3011.7681579589844, -2565.1235275268555, -402.72493743896484, -3882.2507858276367, 507.0542678833008, -3360.341262817383]","[4.861396789550781, 3.715402603149414, -1.6947193145751953, 36.418861389160156, -32.736610412597656, -26.44457244873047, -4.330375671386719, -38.822509765625, 5.227363586425781, -33.60341262817383]"
44,2,5,gnn_learned,603.30676,"[908.1548519134521, 1033.7060165405273, 877.8596172332764, 6047.381378173828, 2887.1523666381836, 4080.0971031188965, 3980.5137214660645, 3042.017364501953, 6037.534942626953, 4212.822341918945]","[394.0, 792.0, 1223.0, 3039.0, 6078.0, 6985.0, 4744.0, 6500.0, 5726.0, 8300.0]","[514.1548519134521, 241.70601654052734, -345.14038276672363, 3008.381378173828, -3190.8476333618164, -2904.9028968811035, -763.4862785339355, -3457.982635498047, 311.5349426269531, -4087.1776580810547]","[5.246478080749512, 2.4414749145507812, -3.671706199645996, 30.697769165039062, -34.683128356933594, -29.947452545166016, -8.209529876708984, -34.57982635498047, 3.211700439453125, -40.87177658081055]"
44,3,5,gnn_learned,578.4691,"[807.3908634185791, 1111.1196327209473, 973.3748931884766, 6433.563674926758, 3143.1651153564453, 4558.0399742126465, 4023.455410003662, 2802.17342376709, 6392.19637298584, 4516.614532470703]","[394.0, 792.0, 1223.0, 3039.0, 6078.0, 6985.0, 4744.0, 6500.0, 5726.0, 8300.0]","[413.3908634185791, 319.11963272094727, -249.62510681152344, 3394.563674926758, -2934.8348846435547, -2426.9600257873535, -720.5445899963379, -3697.82657623291, 666.1963729858398, -3783.385467529297]","[4.218274116516113, 3.223430633544922, -2.6555862426757812, 34.638404846191406, -31.900379180908203, -25.020206451416016, -7.747791290283203, -36.97826385498047, 6.868003845214844, -37.83385467529297]"
44,4,5,gnn_learned,551.304,"[893.7236804962158, 1140.2400455474854, 1299.0392780303955, 6894.108795166016, 3259.6229705810547, 4545.183433532715, 4433.933067321777, 3441.8136596679688, 6218.595146179199, 4580.788421630859]","[394.0, 792.0, 1223.0, 3039.0, 6078.0, 6985.0, 4744.0, 6500.0, 5726.0, 8300.0]","[499.7236804962158, 348.24004554748535, 76.03927803039551, 3855.1087951660156, -2818.3770294189453, -2439.816566467285, -310.06693267822266, -3058.1863403320312, 492.5951461791992, -3719.2115783691406]","[5.099221229553223, 3.517576217651367, 0.8089284896850586, 39.33784484863281, -30.634532928466797, -25.152748107910156, -3.3340530395507812, -30.581863403320312, 5.078300476074219, -37.192115783691406]"
44,5,5,gnn_learned,615.20984,"[849.044620513916, 1231.4246635437012, 1117.4627285003662, 6361.322769165039, 2782.0671157836914, 4268.995929718018, 3834.9344367980957, 2889.4651412963867, 6148.390552520752, 4459.796524047852]","[394.0, 792.0, 1223.0, 3039.0, 6078.0, 6985.0, 4744.0, 6500.0, 5726.0, 8300.0]","[455.044620513916, 439.4246635437012, -105.53727149963379, 3322.322769165039, -3295.9328842163086, -2716.0040702819824, -909.0655632019043, -3610.5348587036133, 422.39055252075195, -3840.2034759521484]","[4.643312454223633, 4.438632965087891, -1.122736930847168, 33.90125274658203, -35.825355529785156, -28.000041961669922, -9.774898529052734, -36.1053466796875, 4.354541778564453, -38.402034759521484]"
44,6,5,gnn_learned,581.47675,"[770.370717048645, 1140.845048904419, 842.3764495849609, 6201.60546875, 3037.741897583008, 4266.278461456299, 4190.8134765625, 2569.688034057617, 5998.882064819336, 4744.585037231445]","[394.0, 792.0, 1223.0, 3039.0, 6078.0, 6985.0, 4744.0, 6500.0, 5726.0, 8300.0]","[376.370717048645, 348.84504890441895, -380.62355041503906, 3162.60546875, -3040.258102416992, -2718.721538543701, -553.1865234375, -3930.311965942383, 272.88206481933594, -3555.4149627685547]","[3.840517520904541, 3.5236873626708984, -4.049186706542969, 32.271484375, -33.04628372192383, -28.028057098388672, -5.9482421875, -39.30311965942383, 2.8132171630859375, -35.55414962768555]"
44,7,5,gnn_learned,599.2509,"[1039.9584293365479, 956.2407560348511, 1220.9663047790527, 5895.485939025879, 3064.7532806396484, 4120.616020202637, 4337.325443267822, 2902.618408203125, 5615.88037109375, 4013.456344604492]","[394.0, 792.0, 1223.0, 3039.0, 6078.0, 6985.0, 4744.0, 6500.0, 5726.0, 8300.0]","[645.9584293365479, 164.24075603485107, -2.0336952209472656, 2856.485939025879, -3013.2467193603516, -2864.3839797973633, -406.67455673217773, -3597.381591796875, -110.11962890625, -4286.543655395508]","[6.591412544250488, 1.6589975357055664, -0.021635055541992188, 29.147815704345703, -32.752681732177734, -29.52973175048828, -4.372844696044922, -35.97381591796875, -1.13525390625, -42.86543655395508]"
44,8,5,gnn_learned,599.82214,"[914.074426651001, 1005.9804725646973, 1124.6888637542725, 5949.094268798828, 2895.9512634277344, 4054.22306060791, 3961.072498321533, 2715.2868270874023, 5742.171600341797, 4465.925979614258]","[394.0, 792.0, 1223.0, 3039.0, 6078.0, 6985.0, 4744.0, 6500.0, 5726.0, 8300.0]","[520.074426651001, 213.98047256469727, -98.31113624572754, 2910.094268798828, -3182.0487365722656, -2930.77693939209, -782.9275016784668, -3784.7131729125977, 16.171600341796875, -3834.074020385742]","[5.306881904602051, 2.161418914794922, -1.045863151550293, 29.694839477539062, -34.587486267089844, -30.214195251464844, -8.418575286865234, -37.847129821777344, 0.166717529296875, -38.34074020385742]"
44,9,5,gnn_learned,621.5008,"[730.2905006408691, 1141.401240348816, 932.5858840942383, 6215.437187194824, 2915.5366744995117, 4013.532081604004, 3936.894073486328, 2949.5580673217773, 5913.027236938477, 4212.1917724609375]","[394.0, 792.0, 1223.0, 3039.0, 6078.0, 6985.0, 4744.0, 6500.0, 5726.0, 8300.0]","[336.29050064086914, 349.4012403488159, -290.4141159057617, 3176.437187194824, -3162.4633255004883, -2971.467918395996, -807.1059265136719, -3550.4419326782227, 187.02723693847656, -4087.8082275390625]","[3.4315357208251953, 3.5293054580688477, -3.0895118713378906, 32.41262435913086, -34.374603271484375, -30.633689880371094, -8.678558349609375, -35.504417419433594, 1.9281158447265625, -40.878082275390625]"
44,10,5,gnn_learned,607.00287,"[851.3398132324219, 1119.3803644180298, 1131.4511737823486, 6551.816848754883, 2884.0597763061523, 4334.06086730957, 4074.5248069763184, 2869.791030883789, 6279.953536987305, 4562.246322631836]","[394.0, 792.0, 1223.0, 3039.0, 6078.0, 6985.0, 4744.0, 6500.0, 5726.0, 8300.0]","[457.3398132324219, 327.3803644180298, -91.54882621765137, 3512.816848754883, -3193.9402236938477, -2650.9391326904297, -669.4751930236816, -3630.208969116211, 553.9535369873047, -3737.753677368164]","[4.6667327880859375, 3.3068723678588867, -0.9739236831665039, 35.845069885253906, -34.71674346923828, -27.329269409179688, -7.198657989501953, -36.30208969116211, 5.7108612060546875, -37.37753677368164]"
45,1,5,gnn_learned,2306.7178,"[2019.0302391052246, 6795.3648681640625, 13.183794997632504, 2301.3206119537354, 8525.358345031738, 8329.57048034668, 8325.342254638672, 2422.5139122009277, 3011.393135070801, -61.159425497055054]","[7129.0, 8192.0, 4182.0, 1047.0, 1210.0, 5919.0, 7035.0, 2167.0, 7858.0, 9016.0]","[-5109.969760894775, -1396.6351318359375, -4168.8162050023675, 1254.3206119537354, 7315.358345031738, 2410.5704803466797, 1290.3422546386719, 255.51391220092773, -4846.606864929199, -9077.159425497055]","[-51.6158561706543, -15.180816650390625, -43.88227462768555, 13.203374862670898, 78.6597671508789, 24.851242065429688, 13.582550048828125, 2.718233108520508, -49.96501922607422, -92.62407684326172]"
45,2,5,gnn_learned,2250.2957,"[1723.9789390563965, 6113.5518798828125, 101.93189573287964, 2142.4018878936768, 8044.689712524414, 7579.057846069336, 7656.902389526367, 1728.6740455627441, 2637.6585483551025, 45.1159011721611]","[7129.0, 8192.0, 4182.0, 1047.0, 1210.0, 5919.0, 7035.0, 2167.0, 7858.0, 9016.0]","[-5405.0210609436035, -2078.4481201171875, -4080.0681042671204, 1095.4018878936768, 6834.689712524414, 1660.057846069336, 621.9023895263672, -438.32595443725586, -5220.3414516448975, -8970.884098827839]","[-54.59617233276367, -22.591827392578125, -42.94808578491211, 11.530546188354492, 73.49128723144531, 17.113998413085938, 6.5463409423828125, -4.663042068481445, -53.817955017089844, -91.53963470458984]"
45,3,5,gnn_learned,2183.1575,"[1967.3432388305664, 6492.626525878906, 20.76244530081749, 2398.3589096069336, 8193.317863464355, 7755.492729187012, 8101.504592895508, 1997.2460632324219, 3412.6407928466797, 21.013223350048065]","[7129.0, 8192.0, 4182.0, 1047.0, 1210.0, 5919.0, 7035.0, 2167.0, 7858.0, 9016.0]","[-5161.656761169434, -1699.3734741210938, -4161.2375546991825, 1351.3589096069336, 6983.3178634643555, 1836.4927291870117, 1066.5045928955078, -169.75393676757812, -4445.35920715332, -8994.986776649952]","[-52.13794708251953, -18.471450805664062, -43.8025016784668, 14.224830627441406, 75.08943939208984, 18.93291473388672, 11.226364135742188, -1.8058929443359375, -45.82844543457031, -91.78557586669922]"
